Title,Category,Skills
Pharmaceutical and Medical Device Innovations,Business | Finance,
Initiating and Planning Projects,Business | Leadership and Management,"Project Management,Project,Planning,Project Planning,"
Psychosocial and Spiritual Aspects of Palliative Care,Health | Patient Care,
UX Design: From Concept to Prototype,Computer Science | Design and Product,
U.S. Bond Investing Basics,Business | Finance,"Interest Rate,municipal bonds,Corporate Bond,bond analysis,Credit Rating,"
Fundamentals of Red Hat Enterprise Linux,Information Technology | Support and Operations,
The Fundamentals of Computing Capstone Exam,Computer Science | Software Development,"Binary Tree,Algorithm Design,Python Programming,Graphs,Computer Programming,"
Preparing for the AZ-900 Microsoft Azure Fundamentals Exam,Information Technology | Cloud Computing,"Test Preparation,Microsoft Azure,"
Data Analytics in Accounting Capstone,Data Science | Data Analysis,"Data Analysis,Python Programming,Machine Learning,Data Visualization (DataViz),"
The Future of Payment Technologies,Business | Finance,"processing payments,Payment Processing,payment technology,Value Propositions,Payment Systems,"
Automation Techniques in RPA,Computer Science | Software Development,"Screen Scraping,email automation,Data Scraping,Workbook Automation,Excel Automation,"
The Digital Marketing Revolution,Business | Marketing,
Hypothesis-Driven Development,Computer Science | Design and Product,"Usability Testing,Continuous Delivery,hypothesis-driven development,Lean Startup,"
Music Production Capstone,Arts and Humanities | Music and Art,"Music,Music production,music editing,Music mixing,"
"Immunology: Autoimmunity, Allergy, and Transplants",Health | Basic Science,"Tumour immunity,Autoimmunity,Allergy/asthma,Infectious Diseases,Immunology,"
Chinese for HSK 2,Language Learning | Other Languages,
Linear Regression in R for Public Health ,Health | Public Health,"Correlation And Dependence,Linear Regression,R Programming,"
R Programming,Data Science | Data Analysis,"Data Analysis,Debugging,R Programming,Rstudio,"
"Java Programming: Arrays, Lists, and Structured Data",Computer Science | Software Development,"Data Structure,Cryptography,Hash Table,Java Programming,"
Applying Data Analytics in Accounting,Business | Business Strategy,"Natural Language Processing,robotic process automation,Analytics,Data Analysis,Accounting Analytics,"
Motion Planning for Self-Driving Cars,Computer Science | Software Development,
Electric Power Systems,Physical Science and Engineering | Electrical Engineering,
Comparative Health Systems,Health | Public Health,"organizational strategy,Health system analysis,World Health Organization analysis,Organizational Behavior,"
What is news? ,Arts and Humanities | Music and Art,
The Art of Music Production,Arts and Humanities | Music and Art,"Audio Production,Music,Music production,Songwriting,Music recording,"
Enterprise System Management and Security ,Information Technology | Security,"Subnetwork,Cybersecurity,Information Security (INFOSEC),Enterprise System,"
Google Calendar en Español,Information Technology | Cloud Computing,
Introduction to battery-management systems,Physical Science and Engineering | Electrical Engineering,"Understand the requirements of a battery-management system,Understand how lithium-ion battery cells work,"
"Cloud Computing Law: Law Enforcement, Competition, & Tax",Social Sciences | Law,"Competition Law,Cloud Services,Law Enforcement Access,Tax,Cloud Computing,"
"Pressure, Force, Motion, and Humidity Sensors ",Physical Science and Engineering | Electrical Engineering,"Analog hardware,Pressure and force sensors,Sensor architecture,PSoc Programming,Circuit Design,"
Strategic Planning and Execution,Business | Business Strategy,"Strategy Implementation,Strategy Formulation,Business Strategy,Business hypothesis testing,"
"C++ For C Programmers, Part B",Computer Science | Software Development,"Graph Theory,C++11,Standard Template Library,C++,"
Drug Development,Health | Research,"Clinical Research,Drug Development,Clinical Trial Design,Clinical Development,"
Introduction to Software Engineering,Computer Science | Software Development,"Basic programming concepts,Careers in software engineering,Programming languages and frameworks,The Software Development Lifecycle (SDLC),Software Architecture,"
CAM and Design Manufacturing for Mechanical Engineers with Autodesk Fusion 360,Physical Science and Engineering | Mechanical Engineering,"Computer-Aided Design (CAD),Computer-Aided Manufacturing,Design for manufacturing,CAM,Mechanical Engineering,"
The Construction Industry: The Way Forward,Business | Leadership and Management,
The Structured Query Language (SQL),Data Science | Data Analysis,"Data Science,Database (DBMS),Database Application,SQL (Structured Query Language),database administration,"
Leading Teams: Developing as a Leader,Business | Leadership and Management,"self-awareness,Ethical decision-making,Defining Leadership,Trust in relationships,Leadership Development,"
"Be a Leader, Develop a Leader",Business | Leadership and Management,
Python for Genomic Data Science,Data Science | Data Analysis,"Bioinformatics,Biopython,Python Programming,Genomics,"
Interactivity with JavaScript,Computer Science | Mobile and Web Development,"Document Object Model (DOM),JavaScript,Web Development,"
International Business Environment,Business | Business Essentials,
Data Science Fundamentals for Data Analysts,Data Science | Probability and Statistics,"Data Science,Data Analysis,Machine Learning,"
Low Poly Art For Video Games,Arts and Humanities | Music and Art,
Sustainability Challenges for the Planet and Employers,Physical Science and Engineering | Environmental Science and Sustainability,"Business Communication,Professional Development,Problem Solving,Sustainability,"
Data Science Capstone,Data Science | Data Analysis,"Data Science,Machine Learning,R Programming,Natural Language Processing,"
Algorithmic Thinking (Part 1),Computer Science | Software Development,"Graph Theory,Algorithms,Python Programming,Graph Algorithms,"
Science and Engineering of Climate Change,Physical Science and Engineering | Environmental Science and Sustainability,
Effective Problem-Solving and Decision-Making,Business | Business Essentials,"Decision Theory,analysis,Decision-Making,Problem Solving,Critical Thinking,"
"Capstone MOOC for ""Android App Development""",Computer Science | Mobile and Web Development,
Data Visualization in R with ggplot2,Data Science | Data Analysis,
Building Your Career in Music: Developing A Brand and Funding Your Music,Arts and Humanities | Music and Art,"Music business,Marketing,Crowdfunding,Social Media,Networking,"
Supply Chain Logistics,Business | Business Essentials,"Warehouse Management,Logistics Planning,Supply Chain,Inventory,"
Programación y presupuesto del proyecto,Business | Leadership and Management,"Microsoft Project,Cost,Management,Project Planning,"
Habilidades gerenciales: Proyecto final,Personal Development | Personal Development,
Introduction to NoSQL Databases,Information Technology | Data Management,"Mongodb,NoSQL,Cloud Database,Cloudant,Cassandra,"
Google Chat,Information Technology | Cloud Computing,"Communication,Spreadsheet Software,Collaboration,"
Future Development in Supply Chain Finance and Blockchain Technology,Business | Finance,"Financial Innovation,Blockchain Implementation in Supply Chain Finance,APIs for Trade Finance,Managing Accounts Receivable and Accounts Payable with Blockchain,"
Quantitative Research,Business | Marketing,"Sales And Operations Planning,Market Research,Sample Mean And Covariance,basic statistics,sampling statistics,"
Pro Tools Basics,Arts and Humanities | Music and Art,"Music,Music production,MIDI,Pro Tools,Music recording,"
3-Axis Machining with Autodesk Fusion 360,Physical Science and Engineering | Mechanical Engineering,"Manufacturing Process Management,Computer-Aided Design (CAD),Computer-Aided Manufacturing,Autodesk Fusion 360,Mechanical Engineering,"
Natural Gas,Physical Science and Engineering | Electrical Engineering,
Infonomics I: Business Information Economics and Data Monetization,Business | Business Essentials,"strategy,Accounting,Data Analysis,Big Data,Innovation,"
Introduction to Mechanical Engineering Design and Manufacturing with Fusion 360,Physical Science and Engineering | Mechanical Engineering,"Autodesk,Manufacturing Process Management,Engineering,Fusion 360,Mechanical Engineering,"
"Emergency Care: Pregnancy, Infants, and Children",Health | Patient Care,"infant,ingestion,listening,emergency,"
Probabilistic Graphical Models 2: Inference,Data Science | Machine Learning,"Inference,Gibbs Sampling,Markov Chain Monte Carlo (MCMC),Belief Propagation,"
Fundamentals of Reinforcement Learning,Data Science | Machine Learning,"Artificial Intelligence (AI),Machine Learning,Reinforcement Learning,Function Approximation,Intelligent Systems,"
"Applied Plotting, Charting & Data Representation in Python",Data Science | Data Analysis,"Python Programming,Data Virtualization,Data Visualization (DataViz),Matplotlib,"
Songwriting: Writing the Lyrics,Arts and Humanities | Music and Art,"Music,Music recording,Poetry,Songwriting,"
Six Sigma Tools for Analyze,Business | Business Essentials,"Statistics,Binomial Distribution,Data Analysis,Causality,"
Python Data Visualization,Computer Science | Software Development,
Copyright Law in the Music Business,Business | Business Strategy,"Create music legally,Read Legal Documents,Leverage the copyright law to your advantage,Write a co-writing agreement,"
Health Impacts of Chemicals in Consumer Products,Health | Public Health,"Motivation,Performance,disease,Flow Network,"
"App Deployment, Debugging, and Performance",Computer Science | Software Development,"Application Deployment,Debugging,Google Cloud,Cloud Computing,Execution Environments,"
Six Sigma Tools for Improve and Control,Business | Business Essentials,
Decentralized Finance (DeFi) Opportunities and Risks,Business | Finance,"Understanding smart contract risk,Different approaches to custody,Ethereum 2.0 approaches to scaling,Mechanics and risks of decentralized exchange,Assessing regulatory risk,"
